Date,Open,High,Low,Close,Adj Close,Volume,Circulating Supply,Max Supply,Supply Ratio,Volume Supply Ratio,Volume Close Ratio,nupl_ratio,mvrv_ratio,SMA50_close,SMA100_close,SMA50_supply,SMA100_suppy,bollinger_mid_band_close,bollinger_std_close,bollinger_mid_band_supply,bollinger_std_supply,bollinger_upper_band_close,bollinger_lower_band_close,fast_close,slow_close,fast_supply,slow_supply,crossover_long_close,crossover_short_close,crossover_signal_close,crossover_long_supply,crossover_short_supply,crossover_signal_supply,mvrv_signal,nupl_signal
2014-09-17,465.864014,468.174011,452.421997,457.334015,457.334015,21056800.0,13280850.0,21000000.0,63.24214285714286,1.58550092802795,46042.496970184904,0.21501732652979802,0.44678139544523204,,,,,,,,,,,457.334015,457.334015,63.24214285714286,63.24214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2014-09-18,456.859985,456.859985,413.104004,424.440002,424.440002,34483200.0,13280850.0,21000000.0,63.24214285714286,2.596460316922486,81243.99170085764,0.170460653933446,0.33026112340568503,,,,,,,,,,,440.479941786128,440.6834439637822,63.24214285714286,63.24214285714286,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0
2014-09-19,424.102997,427.834991,384.532013,394.79599,394.79599,37919700.0,13280850.0,21000000.0,63.24214285714286,2.855216345339342,96048.84791256365,0.11079468734295402,0.196148399287457,,,,,,,,,,,424.4921028631302,425.00745071676545,63.24214285714286,63.24214285714286,0.0,-1.0,-1.0,0.0,0.0,0.0,0,0
2014-09-20,394.673004,423.29599,389.882996,408.903992,408.903992,36863600.0,13292775.0,21000000.0,63.29892857142857,2.77320574522626,90152.21352986938,0.143593461337367,0.27569345317069505,,,,,,,,,,,420.3010650864989,420.8308837108366,63.257410330914,63.25687070815085,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-21,408.084991,412.425995,393.181,398.821014,398.821014,26580100.0,13292775.0,21000000.0,63.29892857142857,1.9995900028398885,66646.68878255246,0.12257084264374901,0.22228574855787903,,,,,,,,,,,415.569491775508,416.2083136757856,63.266555867763365,63.265703809894745,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-22,399.100006,406.915985,397.130005,402.152008,402.152008,24127600.0,13292775.0,21000000.0,63.29892857142857,1.8150912807897523,59996.21914109652,0.12169585938362501,0.218557388326335,,,,,,,,,,,413.0476151229309,413.71825509020755,63.272640463572834,63.2715895386644,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-23,402.09201,441.557007,396.196991,435.790985,435.790985,45099500.0,13304875.0,21000000.0,63.35654761904762,3.3896973853568713,103488.83192248688,0.20308413374699902,0.40382193175687203,,,,,,,,,,,416.79852136236286,417.1104364842463,63.28647868872172,63.2846460668205,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-24,435.751007,436.112,421.131989,423.204987,423.204987,30627700.0,13304875.0,21000000.0,63.35654761904762,2.301990811638591,72370.8390515729,0.171033050937827,0.33185608770774905,,,,,,,,,,,417.74474803567193,417.9398708842371,63.29682777893694,63.29443146783994,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-25,423.156006,423.519989,409.467987,411.574005,411.574005,26814400.0,13304875.0,21000000.0,63.35654761904762,2.0153815800599406,65150.85907818692,0.14434188036435902,0.268920868244778,,,,,,,,,,,416.915735990126,417.1605209918048,63.30485087543012,63.30203612314408,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-26,411.428986,414.937988,400.009003,404.424988,404.424988,21460800.0,13316775.0,21000000.0,63.41321428571428,1.6115613577611696,53064.9703573707,0.134302788008607,0.248494676270948,,,,,,,,,,,415.3706035465328,415.7404839884543,63.3182556628024,63.31443270716737,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-27,403.556,406.622986,397.372009,399.519989,399.519989,15029300.0,13316775.0,21000000.0,63.41321428571428,1.1285990789812097,37618.39310623329,0.122735858936588,0.23158270881257903,,,,,,,,,,,413.5473191078563,414.0767002517419,63.32917868278784,63.3245650233507,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,23613300.0,13316775.0,21000000.0,63.41321428571428,1.7731995922436175,62604.69111646663,0.067583506616623,0.11567733076516101,,,,,,,,,,,409.6257901004764,410.56642807184124,63.33824058574126,63.33299915083223,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,32497700.0,13316775.0,21000000.0,63.41321428571428,2.440358119739952,86552.74400805545,0.067737782125982,0.10998375998899401,,,,,,,,,,,406.14926403079426,407.44752708652334,63.345871069667496,63.34012699160466,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,34707300.0,13328275.0,21000000.0,63.46797619047619,2.6040354059321253,89695.92499173006,0.10810362524275101,0.19584469406495503,407.1824275,,63.3438350340136,,407.1824275,22.43097661048023,63.3438350340136,0.07453623078983823,452.0443807209605,362.32047427903956,404.29384934999797,405.7358484003171,63.35766760802207,63.35080011861512,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
2014-10-01,387.427002,391.378998,380.779999,383.61499,383.61499,26229400.0,13328275.0,21000000.0,63.46797619047619,1.9679515916350765,68374.28328856493,0.09439157630660501,0.162107292458494,401.9167828571429,,63.359965986394556,,401.9167828571429,17.959350349260305,63.359965986394556,0.07526888582314827,437.8354835556635,365.9980821586223,402.38812671657644,403.9920870343579,63.3678334280359,63.36003697115621,0.0,-1.0,-1.0,1.0,0.0,1.0,0,0
