Date,Open,High,Low,Close,Volume,Market Cap
10/4/2020,10550.44,10686.00,10534.39,10669.58,71251776995.00,197468899357.00
10/3/2020,10575.10,10598.94,10511.13,10549.33,44660271563.00,195233191301.00
10/2/2020,10619.82,10657.84,10416.69,10575.98,48661453918.00,195716085732.00
10/1/2020,10795.25,10933.62,10472.36,10619.45,40023134100.00,196512086756.00
9/30/2020,10843.87,10847.26,10669.32,10784.49,44171073700.00,199556965504.00
9/29/2020,10709.65,10860.00,10649.50,10844.64,46582396602.00,200660083839.00
9/28/2020,10776.61,10945.35,10703.89,10709.65,47762394731.00,198154065044.00
9/27/2020,10746.89,10803.98,10622.92,10775.27,53745972818.00,199357967523.00
9/26/2020,10695.58,10773.00,10667.28,10750.72,46852525493.00,198893019774.00
9/25/2020,10761.11,10777.70,10578.91,10692.72,39348590957.00,197809986226.00
9/24/2020,10248.79,10771.06,10231.49,10760.07,47144380902.00,199045623654.00
9/23/2020,10535.49,10537.83,10197.86,10246.19,23788661867.00,189529920746.00
9/22/2020,10459.62,10568.08,10382.73,10538.46,23621787804.00,194932197947.00
9/21/2020,10934.93,10988.30,10380.26,10462.26,28884999244.00,193514327128.00
9/20/2020,11095.87,11095.87,10814.48,10938.27,24699523788.00,202308927892.00
9/19/2020,10933.75,11134.09,10909.62,11094.35,22764204008.00,205185696336.00
9/18/2020,10951.82,11034.91,10829.66,10944.59,26341903912.00,202405809881.00
9/17/2020,10973.25,11037.42,10774.63,10948.99,38151810523.00,202475761712.00
9/16/2020,10797.76,11100.12,10704.88,10974.90,30769986455.00,202942925722.00
9/15/2020,10677.75,10938.63,10656.46,10796.95,32509451925.00,199641896762.00
9/14/2020,10328.73,10800.01,10266.01,10680.84,35453581940.00,197484272947.00
9/13/2020,10452.40,10577.22,10224.33,10323.76,36506852789.00,190870759062.00
9/12/2020,10409.86,10578.84,10292.39,10442.17,36750077324.00,193049493277.00
9/11/2020,10369.03,10434.92,10140.84,10400.91,45201121775.00,192275791669.00
9/10/2020,10242.33,10503.91,10238.14,10363.14,54406443211.00,191568387062.00
9/9/2020,10134.15,10350.54,10017.25,10242.35,24128292755.00,189325507175.00
9/8/2020,10369.31,10414.78,9945.11,10131.52,33430927462.00,187267336728.00
9/7/2020,10281.00,10399.15,9916.49,10369.56,33703098409.00,191657203885.00
9/6/2020,10167.22,10353.93,10056.89,10280.35,37071460174.00,189997214393.00
9/5/2020,10512.53,10581.57,9946.68,10169.57,44916565292.00,187940141276.00
9/4/2020,10230.37,10663.92,10207.94,10511.81,29965130374.00,194255818704.00
9/3/2020,11407.19,11443.02,10182.47,10245.30,31927261555.00,189322069063.00
9/2/2020,11964.82,11964.82,11290.79,11414.03,28037405299.00,210909793681.00
9/1/2020,11679.32,12067.08,11601.13,11970.48,27311555343.00,221181001607.00
8/31/2020,11713.31,11768.88,11598.32,11680.82,22285928250.00,215817677822.00
8/30/2020,11508.71,11715.26,11492.38,11711.51,19760127945.00,216373660045.00
8/29/2020,11541.05,11585.64,11466.29,11506.87,17485597759.00,212583870983.00
8/28/2020,11325.30,11545.62,11316.42,11542.50,19807127588.00,213231661583.00
8/27/2020,11485.61,11570.79,11185.94,11323.40,23240415076.00,209172436817.00
8/26/2020,11366.89,11530.05,11296.99,11488.36,22466660958.00,212210534428.00
8/25/2020,11773.59,11778.30,11189.85,11366.14,26301509932.00,209942744481.00
8/24/2020,11663.69,11807.63,11623.25,11774.60,20681511755.00,217477962650.00
8/23/2020,11679.70,11713.43,11559.92,11664.85,18482062658.00,215439967321.00
8/22/2020,11585.48,11689.41,11448.81,11681.83,20224191306.00,215742068895.00
8/21/2020,11878.03,11899.26,11564.98,11592.49,23762425999.00,214082401861.00
8/20/2020,11761.50,11900.41,11710.06,11878.37,20175242945.00,219350310326.00
8/19/2020,11990.88,12028.92,11687.33,11758.28,24502851117.00,217122068305.00
8/18/2020,12251.90,12335.71,11954.53,11991.23,26043227672.00,221413097553.00
8/17/2020,11895.66,12359.06,11806.70,12254.40,28227687027.00,226261747567.00
8/16/2020,11866.69,11934.90,11737.19,11892.80,20583375490.00,219576092170.00
8/15/2020,11768.70,11963.20,11768.70,11865.70,23354924400.00,219064372745.00
8/14/2020,11772.66,12150.99,11685.46,11768.87,24237958589.00,217265120503.00
8/13/2020,11588.41,11796.40,11216.87,11784.14,27522199497.00,217534728413.00
8/12/2020,11404.60,11748.40,11249.61,11584.93,25064548486.00,213846666475.00
8/11/2020,11881.65,11932.71,11195.71,11410.53,27039782640.00,210616121945.00
8/10/2020,11662.26,12045.14,11662.26,11878.11,26114112569.00,219235405395.00
8/9/2020,11737.33,11806.06,11548.78,11675.74,17489608833.00,215490364255.00
8/8/2020,11604.55,11800.06,11558.43,11754.05,17572057837.00,216924147851.00
8/7/2020,11778.89,11898.04,11408.59,11601.47,23132312867.00,214097928027.00
8/6/2020,11749.87,11902.34,11598.71,11779.77,23400740340.00,217377233001.00
8/5/2020,11203.82,11786.62,11158.29,11747.02,24411254471.00,216761492406.00
8/4/2020,11246.20,11385.38,11094.15,11205.89,21250197042.00,206767135617.00
8/3/2020,11043.77,11453.08,11012.41,11246.35,20271713443.00,207503423456.00
8/2/2020,11758.76,12034.14,11018.13,11053.61,27410067336.00,203936136730.00
8/1/2020,11322.57,11794.78,11239.68,11759.59,26075670303.00,216950669098.00
7/31/2020,11110.21,11415.86,10987.05,11323.47,23160469766.00,208895308529.00
7/30/2020,11099.83,11169.36,10895.46,11111.21,22857247901.00,204969047788.00
7/29/2020,10912.95,11304.40,10856.14,11100.47,24617249715.00,204761455133.00
7/28/2020,11017.46,11204.33,10632.63,10912.82,28766551142.00,201290022193.00
7/27/2020,9905.22,11298.22,9903.97,10990.87,35359749590.00,202719581737.00
7/26/2020,9680.23,10023.81,9652.85,9905.17,20507998997.00,182685328095.00
7/25/2020,9539.49,9704.56,9530.21,9677.11,16610070933.00,178469614078.00
7/24/2020,9585.51,9623.34,9481.45,9536.89,16552768325.00,175875016548.00
7/23/2020,9527.14,9610.25,9483.00,9581.07,18146399002.00,176680237480.00
7/22/2020,9375.08,9530.52,9319.65,9525.36,16532254884.00,175644844408.00
7/21/2020,9162.51,9407.26,9149.39,9374.89,18069581956.00,172861732402.00
7/20/2020,9187.22,9214.27,9137.51,9164.23,13755604146.00,168970262859.00
7/19/2020,9158.01,9201.40,9097.63,9185.82,12939002784.00,169360219986.00
7/18/2020,9151.18,9230.98,9100.82,9159.04,12252601475.00,168858972269.00
7/17/2020,9131.81,9182.25,9089.20,9151.39,13944570749.00,168710427574.00
7/16/2020,9191.98,9214.31,9088.95,9132.23,15713967523.00,168350501976.00
7/15/2020,9241.90,9275.33,9171.93,9192.84,15844731575.00,169460074576.00
7/14/2020,9238.70,9283.84,9171.66,9243.21,18085038362.00,170380670525.00
7/13/2020,9277.20,9306.40,9224.29,9243.61,17519821266.00,170379677119.00
7/12/2020,9241.06,9319.42,9197.45,9276.50,14452361907.00,170977422928.00
7/11/2020,9277.51,9293.53,9199.49,9240.35,13249910444.00,170302234778.00
7/10/2020,9273.36,9287.47,9118.00,9278.81,16860035605.00,171001933827.00
7/9/2020,9427.99,9431.38,9235.00,9277.97,18000702524.00,170977231638.00
7/8/2020,9253.02,9450.34,9249.50,9428.33,19702359883.00,173738543115.00
7/7/2020,9349.16,9360.62,9201.82,9252.28,13839652595.00,170485472276.00
7/6/2020,9072.85,9375.47,9058.66,9375.47,17889263252.00,172746103840.00
7/5/2020,9126.09,9162.18,8977.02,9073.94,12903406143.00,167181726154.00
7/4/2020,9084.23,9183.30,9053.63,9132.49,12290528515.00,168251076678.00
7/3/2020,9124.84,9202.34,9058.79,9087.30,13078970999.00,167409720388.00
7/2/2020,9231.14,9274.96,9036.62,9123.41,16338916796.00,168065586387.00
7/1/2020,9145.99,9309.75,9104.73,9228.33,15971550355.00,169988756578.00
6/30/2020,9185.58,9217.84,9084.84,9137.99,15735797744.00,168315606321.00
6/29/2020,9140.03,9237.57,9041.88,9190.85,16460547078.00,169280659246.00
6/28/2020,9048.46,9197.55,8975.53,9143.58,14560870760.00,168401806137.00
6/27/2020,9167.82,9207.81,8998.22,9045.39,17273093144.00,166584831506.00
6/26/2020,9260.99,9310.52,9101.74,9162.92,18341465837.00,168741367622.00
6/25/2020,9314.13,9340.16,9095.32,9264.81,18616048626.00,170608289504.00
6/24/2020,9632.15,9680.37,9278.23,9313.61,18961716076.00,171498781280.00
6/23/2020,9644.08,9670.54,9547.25,9629.66,17006433272.00,177310052079.00
6/22/2020,9300.92,9655.07,9296.87,9648.72,21104009514.00,177651397437.00
6/21/2020,9330.93,9401.11,9300.43,9303.63,15324301169.00,171289415079.00
6/20/2020,9290.96,9394.97,9247.38,9332.34,17130541557.00,171809438651.00
6/19/2020,9410.29,9440.88,9274.30,9288.02,19632223107.00,170985625732.00
6/18/2020,9481.57,9482.78,9328.40,9411.84,17770083003.00,173256688664.00
6/17/2020,9533.78,9540.42,9327.34,9480.26,20177709879.00,174508805561.00
6/16/2020,9454.27,9579.43,9400.45,9538.02,21565537209.00,175563963385.00
6/15/2020,9386.04,9504.86,8990.18,9450.70,26699704768.00,173947607772.00
6/14/2020,9477.55,9482.27,9347.59,9386.79,18991732746.00,172763239787.00
6/13/2020,9480.74,9493.21,9396.01,9475.28,17564322315.00,174381819725.00
6/12/2020,9320.69,9540.47,9285.85,9480.84,22610564515.00,174474896922.00
6/11/2020,9870.08,9938.30,9263.07,9321.78,30247143440.00,171538133043.00
6/10/2020,9794.12,9908.90,9728.29,9870.09,25706567601.00,181616765438.00
6/9/2020,9774.36,9836.37,9664.72,9795.70,23717842783.00,180237817527.00
6/8/2020,9760.06,9782.31,9675.89,9771.49,21486346312.00,179782576534.00
6/7/2020,9653.00,9768.50,9458.15,9758.85,25015250846.00,179540253701.00
6/6/2020,9664.90,9773.43,9591.02,9653.68,20438419222.00,177595657884.00
6/5/2020,9800.22,9869.24,9663.22,9665.53,23509628646.00,177801825145.00
6/4/2020,9655.85,9887.61,9525.25,9800.64,25921805072.00,180276153545.00
6/3/2020,9533.76,9682.86,9471.85,9656.72,25007459262.00,177619631126.00
6/2/2020,10162.97,10182.34,9460.57,9529.80,39137252109.00,175277218229.00
6/1/2020,9463.61,10199.56,9450.90,10167.27,35198901068.00,186993405740.00
5/31/2020,9700.11,9700.34,9432.30,9461.06,27773290299.00,173997151930.00
5/30/2020,9438.91,9704.03,9366.73,9700.41,32722975141.00,178390129758.00
5/29/2020,9528.36,9573.67,9379.34,9439.12,32896642044.00,173575756364.00
5/28/2020,9184.94,9546.32,9148.46,9525.75,34367073114.00,175161235290.00
5/27/2020,8837.38,9203.32,8834.16,9181.02,32740536902.00,168814700531.00
5/26/2020,8909.59,8991.97,8757.29,8835.05,29584186947.00,162445535235.00
5/25/2020,8786.11,8951.01,8719.67,8906.93,31288157264.00,163760453116.00
5/24/2020,9212.28,9288.40,8787.25,8790.37,32518803300.00,161610414643.00
5/23/2020,9185.06,9302.50,9118.11,9209.29,27727866812.00,169305492440.00
5/22/2020,9080.33,9232.94,9008.64,9182.58,29810773699.00,168807619957.00
5/21/2020,9522.74,9555.24,8869.93,9081.76,39326160532.00,166947987864.00
5/20/2020,9725.33,9804.79,9447.20,9522.98,36546239703.00,175050963475.00
5/19/2020,9727.06,9836.05,9539.62,9729.04,39254288955.00,178831635026.00
5/18/2020,9675.69,9906.03,9570.36,9726.57,41827139896.00,178779483464.00
5/17/2020,9374.93,9823.00,9349.55,9670.74,40084250663.00,177745404470.00
5/16/2020,9333.24,9564.20,9260.69,9377.01,36164766408.00,172340956579.00
5/15/2020,9734.29,9755.83,9261.40,9328.20,48158802327.00,171436341789.00
