datetime,ask,askVolume,average,baseVolume,bid,bidVolume,change,close,high,last,low,open,percentage,previousClose,quoteVolume,redd_sent,symbol,timestamp,twi_sent,vwap
2021-03-14T03:51:11.252Z,61300.0,,,7007.7775559,61299.9,,,61300.0,61724.6,61300.0,56228.0,61174.9,,,419656706.0569998,0.11724871794871795,BTC/USD,1615693871252.0,0.0,59884.42166
2021-03-14T03:56:12.984Z,61318.5,,,7013.70343627,61318.4,,18.400000000001455,61318.4,61724.6,61318.4,56228.0,61174.9,0.000300163132137099,,420061162.54236686,0.134635,BTC/USD,1615694172984.0,0.0,59891.4919
2021-03-14T04:01:14.784Z,61426.4,,,7018.10517433,61426.3,,108.0,61426.4,61724.6,61426.4,56228.0,61174.9,0.001761298403089473,,420362704.02367026,0.13297283950617286,BTC/USD,1615694474784.0,0.636,59896.89433
2021-03-14T04:06:16.248Z,61192.1,,,7025.26261524,61192.0,,-234.40000000000146,61192.0,61724.6,61192.0,56228.0,61174.9,-0.0038159488428428645,,420825196.3611728,0.13297283950617286,BTC/USD,1615694776248.0,0.0,59901.70324
2021-03-14T04:11:19.487Z,61151.1,,,7023.78846405,61151.0,,-41.0,61151.0,61724.6,61151.0,56228.0,61174.9,-0.0006700222251274646,,420780790.23981786,0.118009756097561,BTC/USD,1615695079487.0,0.0,59907.95315
2021-03-14T04:16:20.903Z,61198.2,,,7028.0709998,61198.1,,48.900000000001455,61199.9,61724.6,61199.9,56228.0,61174.9,0.0007996598583832615,,421060428.5166168,0.10209512195121954,BTC/USD,1615695380903.0,0.0,59911.23717
2021-03-14T04:21:22.839Z,61276.1,,,7022.35325786,61276.0,,76.19999999999709,61276.1,61724.6,61276.1,56228.0,61174.9,0.0012451000736928286,,420760753.17222404,0.12480121951219512,BTC/USD,1615695682839.0,0.0,59917.34362
2021-03-14T04:26:24.631Z,61330.8,,,7012.74282822,61330.7,,54.599999999998545,61330.7,61724.6,61330.7,56228.0,61174.9,0.0008910488754996226,,420223505.7980618,0.12480121951219512,BTC/USD,1615695984631.0,0.0,59922.84561
2021-03-14T04:31:27.250Z,61336.4,,,7019.26911558,61336.3,,19.0,61349.7,61724.6,61349.7,56228.0,61174.9,0.00030979590971558224,,420639980.20728284,0.11614756097560977,BTC/USD,1615696287250.0,0.0,59926.46432
2021-03-14T04:36:30.508Z,61303.9,,,7001.7593934,61303.8,,-45.799999999995634,61303.9,61724.6,61303.9,56305.8,61174.9,-0.0007465399178805399,,419667855.3372106,0.14134634146341463,BTC/USD,1615696590508.0,-0.7269,59937.48596
