datetime,ask,askVolume,average,baseVolume,bid,bidVolume,change,close,high,last,low,open,percentage,previousClose,quoteVolume,redd_sent,symbol,timestamp,twi_sent,vwap
2021-03-14T11:45:54.119Z,59745.7,,,5618.93092335,59745.6,,,59745.7,61724.6,59745.7,59150.0,61174.9,,,339858812.4764508,0.31841020408163273,BTC/USD,1615722354119.0,0.1201144,60484.60412
2021-03-14T11:51:11.066Z,60117.6,,,5486.43754351,60117.5,,371.90000000000146,60117.6,61724.6,60117.6,59150.0,61174.9,0.0062247157536023945,,331910412.101837,0.3120420000000001,BTC/USD,1615722671066.0,0.1063886,60496.52611
2021-03-14T11:56:31.029Z,60090.7,,,5404.0243537,60090.6,,-26.900000000001455,60090.7,61724.6,60090.7,59150.0,61174.9,-0.0004474563189482694,,326981908.17105955,0.2962392156862746,BTC/USD,1615722991029.0,0.1106336,60507.11225
2021-03-14T12:01:47.294Z,60234.9,,,5414.0011754,60234.8,,144.20000000000437,60234.9,61724.6,60234.9,59400.0,61174.9,0.002399705778098893,,327624488.35080755,0.29267000000000004,BTC/USD,1615723307294.0,0.083311,60514.29945
2021-03-14T12:07:03.191Z,60474.3,,,5415.22018731,60473.8,,239.40000000000146,60474.3,61724.6,60474.3,59400.0,61174.9,0.003974440067137097,,327713170.2229369,0.273826,BTC/USD,1615723623191.0,0.1118364,60517.05358
2021-03-14T12:12:19.849Z,60313.1,,,5418.52357022,60313.0,,-167.10000000000582,60307.2,61724.6,60307.2,59400.0,61174.9,-0.0027631572420020456,,327923397.333781,0.27783877551020414,BTC/USD,1615723939849.0,0.0934566,60518.95744
2021-03-14T12:17:36.795Z,60324.6,,,5396.97868714,60324.5,,17.400000000001455,60324.6,61724.6,60324.6,59400.0,61174.9,0.00028852276345125993,,326636061.54134333,0.27413725490196084,BTC/USD,1615724256795.0,0.1534546,60522.02176
2021-03-14T12:22:54.952Z,60458.2,,,5366.85183078,60455.5,,133.90000000000146,60458.5,61724.6,60458.5,59400.0,61174.9,0.0022196583151814497,,324832998.98303705,0.2839529411764707,BTC/USD,1615724574952.0,0.1409774,60525.79971
2021-03-14T12:28:11.928Z,60457.0,,,5163.60564796,60452.1,,-6.400000000001455,60452.1,61724.6,60452.1,59400.0,61174.9,-0.00010585773712545876,,312589087.08792436,0.2811960784313726,BTC/USD,1615724891928.0,0.0836766,60536.97908
2021-03-14T12:33:29.784Z,60482.1,,,5135.8297583,60482.0,,22.400000000001455,60474.5,61724.6,60474.5,59400.0,61174.9,0.0003705413046031225,,310918475.2158163,0.2660428571428572,BTC/USD,1615725209784.0,0.1509904,60539.09297
2021-03-14T12:38:47.323Z,60399.1,,,5118.64865627,60399.0,,-75.40000000000146,60399.1,61724.6,60399.1,59400.0,61174.9,-0.001246806505221243,,309884735.8263884,0.25328125000000007,BTC/USD,1615725527323.0,0.1327604,60540.34114
2021-03-14T12:44:04.821Z,60335.1,,,5099.28325487,60335.0,,-64.0,60335.1,61724.6,60335.1,59400.0,61174.9,-0.0010596184380230467,,308720450.1214759,0.25328125000000007,BTC/USD,1615725844821.0,0.2042852,60541.93005
2021-03-14T12:49:23.437Z,60322.8,,,5003.10329081,60322.7,,-12.400000000001455,60322.7,61724.6,60322.7,59400.0,61174.9,-0.00020551884392339126,,302958718.5190731,0.3052166666666667,BTC/USD,1615726163437.0,0.118444,60554.16027
2021-03-14T12:54:41.114Z,60401.0,,,4985.48050674,60397.8,,40.900000000001455,60363.6,61724.6,60363.6,59400.0,61174.9,0.0006780200488374355,,301907429.1860164,0.3216729166666667,BTC/USD,1615726481114.0,0.1512038,60557.33821
2021-03-14T12:59:57.858Z,60388.0,,,4968.71417848,60387.9,,24.30000000000291,60387.9,61724.6,60387.9,59400.0,61174.9,0.0004025604834703156,,300904201.55813885,0.32227083333333334,BTC/USD,1615726797858.0,0.1583634,60559.77276
2021-03-14T13:05:14.617Z,60404.3,,,4929.32925786,60404.2,,16.400000000001455,60404.3,61724.6,60404.3,59400.0,61174.9,0.0002715775842512258,,298541612.77678794,0.34555918367346933,BTC/USD,1615727114617.0,0.130369,60564.34804
2021-03-14T13:10:30.951Z,60455.0,,,4913.94494854,60454.9,,50.599999999998545,60454.9,61724.6,60454.9,59400.0,61174.9,0.0008376887075920436,,297623229.4927723,0.34555918367346933,BTC/USD,1615727430951.0,0.1350102,60567.0663
2021-03-14T13:15:47.035Z,60336.4,,,4884.3931237,60336.3,,-118.5,60336.4,61724.6,60336.4,59400.0,61174.9,-0.0019601388803884845,,295861150.9850446,0.34555918367346933,BTC/USD,1615727747035.0,0.1319054,60572.75561
2021-03-14T13:21:03.760Z,60270.1,,,4869.09442326,60270.0,,-55.30000000000291,60281.1,61724.6,60281.1,59400.0,61174.9,-0.0009165279996817821,,294953496.8620948,0.34555918367346933,BTC/USD,1615728063760.0,0.1270048,60576.664
2021-03-14T13:26:20.869Z,60101.6,,,4861.18231193,60101.5,,-179.5,60101.6,61724.6,60101.6,59400.0,61174.9,-0.0029777160668932323,,294483372.4367631,0.34555918367346933,BTC/USD,1615728380869.0,0.1438796,60578.54932
2021-03-14T13:31:37.769Z,60122.4,,,4854.3096211,60122.3,,20.80000000000291,60122.4,61724.6,60122.4,59400.0,61174.9,0.00034608063678831513,,294077640.1036723,0.34555918367346933,BTC/USD,1615728697769.0,0.202005,60580.73404
2021-03-14T13:36:54.678Z,59906.2,,,4861.59586762,59906.1,,-216.20000000000437,59906.2,61724.6,59906.2,59400.0,61174.9,-0.0035959974984366427,,294522334.746927,0.358376,BTC/USD,1615729014678.0,0.119131,60581.41046
2021-03-14T13:42:11.298Z,59996.9,,,4882.62021298,59996.8,,90.70000000000437,59996.9,61724.6,59996.9,59400.0,61174.9,0.0015140336058705461,,295782594.4785584,0.35194693877551014,BTC/USD,1615729331298.0,0.1733478,60578.66096
2021-03-14T13:47:28.710Z,60004.4,,,4888.19905959,60004.3,,7.599999999998545,60004.5,61724.6,60004.5,59400.0,61174.9,0.00012667321144932409,,296118982.8597716,0.36638085106382967,BTC/USD,1615729648710.0,0.1236198,60578.33964
2021-03-14T13:52:46.710Z,59967.6,,,4889.91473126,59967.5,,-36.900000000001455,59967.6,61724.6,59967.6,59400.0,61174.9,-0.0006149538784591124,,296225901.42733824,0.357230612244898,BTC/USD,1615729966710.0,0.152702,60578.95029
2021-03-14T13:58:03.856Z,59800.1,,,4911.53872654,59800.0,,-167.5,59800.1,61724.6,59800.1,59400.0,61174.9,-0.0027931749811564988,,297520506.79418665,0.39172244897959185,BTC/USD,1615730283856.0,0.1498206,60575.82427
2021-03-14T14:03:20.569Z,60085.5,,,4900.47576771,60085.4,,277.0,60077.1,61724.6,60077.1,59400.0,61174.9,0.004632099277426027,,296857126.55023426,0.40032448979591845,BTC/USD,1615730600569.0,0.1676682,60577.20528
2021-03-14T14:08:37.408Z,60052.7,,,4889.21262494,60052.6,,-24.400000000001455,60052.7,61724.6,60052.7,59400.0,61174.9,-0.0004061447706363852,,296184738.1786133,0.41085800000000006,BTC/USD,1615730917408.0,0.1546956,60579.23042
2021-03-14T14:13:53.913Z,60300.1,,,4894.95131022,60300.0,,247.3000000000029,60300.0,61724.6,60300.0,59400.0,61174.9,0.004118049646393951,,296533802.1181356,0.4028019607843138,BTC/USD,1615731233913.0,0.1464878,60579.52027
2021-03-14T14:19:11.676Z,60322.0,,,4890.87332952,60321.9,,21.900000000001455,60321.9,61724.6,60321.9,59400.0,61174.9,0.00036318407960211907,,296291872.04228073,0.39712400000000003,BTC/USD,1615731551676.0,0.183148,60580.56549
2021-03-14T14:24:29.725Z,60149.7,,,4879.16274925,60149.6,,-167.40000000000146,60154.5,61724.6,60154.5,59400.0,61174.9,-0.002775111526659546,,295592154.8807986,0.40522857142857144,BTC/USD,1615731869725.0,0.19982919999999998,60582.5569
2021-03-14T14:29:46.167Z,60200.9,,,4878.94254728,60200.1,,46.5,60201.0,61724.6,60201.0,59400.0,61174.9,0.0007730095005360482,,295579910.5368648,0.4010208333333334,BTC/USD,1615732186167.0,0.284289,60582.78155
2021-03-14T14:35:04.094Z,60397.5,,,4849.570392,60397.4,,196.40000000000146,60397.4,61724.6,60397.4,59400.0,61174.9,0.0032624042789988206,,293823386.2312471,0.4010208333333334,BTC/USD,1615732504094.0,0.2007888,60587.50827
2021-03-14T14:40:21.525Z,60271.4,,,4819.93596592,60267.1,,-135.70000000000437,60261.7,61724.6,60261.7,59400.0,61174.9,-0.002246785457652223,,292047512.05623275,0.4010208333333334,BTC/USD,1615732821525.0,0.1575256,60591.5751
2021-03-14T14:45:38.305Z,60251.0,,,4637.83802491,60250.9,,-10.69999999999709,60251.0,61724.6,60251.0,59400.0,61174.9,-0.0001775588806820494,,281123884.0525139,0.41084893617021284,BTC/USD,1615733138305.0,0.137151,60615.28724
2021-03-14T14:50:56.192Z,60070.2,,,4630.12342218,60070.1,,-180.8000000000029,60070.2,61724.6,60070.2,59400.0,61174.9,-0.003000780070040343,,280665830.3144703,0.4207431818181819,BTC/USD,1615733456192.0,0.1767188,60617.35395
